name	taxonomy_id	taxonomic_lineage
Parageobacillus toebii	153151	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Parageobacillus
Anoxybacillus sp. PDR2	1636720	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus
Anoxybacillus sediminis	2613334	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus
Anoxybacillus amylolyticus	294699	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus
Anoxybacillus caldiproteolyticus	247480	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus
Fictibacillus sp. KU28468	2991053	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus
Salicibibacter cibarius	2743000	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter
Salicibibacter cibi	2743001	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter
Salicibibacter halophilus	2502791	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter
Sutcliffiella cohnii	33932	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella
Halobacillus halophilus	1570	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus
Halobacillus mangrovi	402384	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus
Shouchella miscanthi	2598861	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Shouchella
Halalkalibacter krulwichiae	199441	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halalkalibacter
Shouchella lehensis	300825	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Shouchella
Radiobacillus kanasensis	2844358	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Radiobacillus
Radiobacillus deserti	2594883	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Radiobacillus
Allobacillus halotolerans	570278	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus
Psychrobacillus sp. INOP01	2829187	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Psychrobacillus
Halalkalibacterium halodurans	86665	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halalkalibacterium (ex Joshi et al. 2022)
Salisediminibacterium selenitireducens	85683	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium
Salisediminibacterium beveridgei	632773	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium
Pontibacillus sp. HMF3514	2692425	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus
Pontibacillus sp. ALD_SL1	2777185	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus
Terribacillus sp. DMT04	2850441	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus
Terribacillus goriensis	386490	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus
Salipaludibacillus sp. LMS25	2924031	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salipaludibacillus
Pradoshia sp. D12	2651284	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pradoshia
Paraliobacillus zengyii	2213194	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Paraliobacillus
Alkalihalophilus pseudofirmus	79885	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalophilus
Amphibacillus xylanus	1449	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus
Mangrovibacillus cuniculi	2593652	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mangrovibacillus
Paenalkalicoccus suaedae	2592382	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Paenalkalicoccus
Paenibacillus sp. Y412MC10	481743	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. 481	2835869	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. R14(2021)	2859228	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. JZ16	1906272	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. Cedars	1980674	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. FSL H7-0737	1536775	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. IHB B 3084	867076	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. PSB04	2866810	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. sptzw28	715179	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. N3/727	2925845	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. JNUCC-32	2777984	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. IHBB 10380	1566358	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. PAMC21692	2762320	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sp. S02	2823904	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus glucanolyticus	59843	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus cellulosilyticus	375489	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus antarcticus	253703	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus graminis	189425	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus albus	2495582	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus swuensis	1178515	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus brasilensis	128574	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus albicereus	2726185	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus xylanexedens	528191	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus peoriae	59893	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus psychroresistens	1778678	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus jilunlii	682956	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus sabinae	365617	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus kribbensis	172713	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus algicola	2565926	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus cellulositrophicus	562959	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus uliginis	683737	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus terrae	159743	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus kyungheensis	1452732	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Paenibacillus baekrokdamisoli	1712516	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Brevibacillus humidisoli	2895522	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus
Brevibacillus sp. DP1.3A	2738867	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus
Cohnella herbarum	2728023	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella
Cohnella abietis	2507935	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella
Cohnella cholangitidis	2598458	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella
Aneurinibacillus soli	1500254	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Aneurinibacillus
Staphylococcus sp. IVB6181	2929481	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus kloosii	29384	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus pettenkoferi	170573	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus simiae	308354	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus chromogenes	46126	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus hyicus	1284	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus edaphicus	1955013	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus lloydii	2781774	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus schleiferi	1295	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus arlettae	29378	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus felis	46127	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus piscifermentans	70258	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Staphylococcus lutrae	155085	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
Macrococcus armenti	2875764	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus
Macrococcus equipercicus	69967	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus
Macrococcus brunensis	198483	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus
Macrococcoides caseolyticum	69966	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcoides
Macrococcoides bohemicum	1903056	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcoides
Mammaliicoccus sp. Marseille-Q6498	2962659	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus
Mammaliicoccus vitulinus	71237	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus
Mammaliicoccus lentus	42858	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus
Mammaliicoccus stepanovicii	643214	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus
Jeotgalicoccus sp. WY2	2708346	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus
Jeotgalicoccus sp. ATCC 8456	946435	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus
Nosocomiicoccus ampullae	489910	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Nosocomiicoccus
Salinicoccus halodurans	407035	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus
Planococcus donghaensis	414778	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus sp. 107-1	2908840	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus sp. PAMC 21323	1526927	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus versutus	1302659	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus antarcticus	161360	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus glaciei	459472	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Planococcus massiliensis	1499687	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus
Sporosarcina sp. PTS2304	2283194	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina
Sporosarcina sp. Marseille-Q4063	2810514	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina
Sporosarcina sp. P37	1930546	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina
Sporosarcina pasteurii	1474	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina
Ureibacillus thermosphaericus	51173	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus
Ureibacillus thermophilus	367743	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus
Kurthia sp. 11kri321	1750719	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia
Paenisporosarcina antarctica	417367	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina
Gemella sanguinis	84135	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella
Gemella sp. zg-570	2840371	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella
Exiguobacterium sp. S3-2	1389960	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium sp. Helios	2735868	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium sp. MH3	1399115	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium antarcticum	132920	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium marinum	273528	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium sibiricum	332410	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium acetylicum	41170	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium aurantiacum	33987	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Exiguobacterium mexicanum	340146	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
Alicyclobacillus mengziensis	2931921	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Alicyclobacillus sp. TC	2606450	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Alicyclobacillus sp. SO9	2665646	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Alicyclobacillus dauci	1475485	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Alicyclobacillus acidoterrestris	1450	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Alicyclobacillus cycloheptanicus	1457	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Kyrpidia spormannii	2055160	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia
Kyrpidia tusciae	33943	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia
Effusibacillus dendaii	2743772	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Effusibacillus
Staphylospora marina	2490858	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Staphylospora
Kroppenstedtia pulmonis	1380685	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Kroppenstedtia
Laceyella sacchari	37482	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Laceyella
Erysipelothrix larvae	1514105	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Erysipelothrix sp. Poltava	2935859	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Erysipelothrix sp. HDW6B	2714929	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Erysipelothrix sp. HDW6A	2714928	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Erysipelothrix inopinata	225084	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Erysipelothrix rhusiopathiae	1648	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
Bulleidia sp. zg-1006	2806552	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia
Turicibacter sp. H121	1712675	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter
Turicibacter sp. TJ11	2806443	d__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter
Selenomonas sp. oral taxon 478	712538	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas
Selenomonas sp. oral taxon 920	1884263	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas
Selenomonas sp. oral taxon 136	713030	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas
Pectinatus frisingensis	865	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus
Pelosinus fermentans	365349	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus
Dialister hominis	2582419	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister
Dialister massiliensis	2161821	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister
Peptoniphilus sp. SAHP1	2948573	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus
Peptoniphilus equinus	3016343	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus
Peptoniphilus harei	54005	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus
Peptoniphilus ivorii	54006	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus
Anaerococcus mediterraneensis	1870984	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus
Anaerococcus vaginalis	33037	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus
Anaerococcus obesiensis	1287640	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus
Miniphocaeibacter halophilus	2931922	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Miniphocaeibacter
Helcococcus kunzii	40091	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Helcococcus
Caloranaerobacter azorensis	116090	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Thermohalobacteraceae;g__Caloranaerobacter
Schnuerera ultunensis	45497	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Tepidimicrobiaceae;g__Schnuerera
Keratinibaculum paraultunense	1278232	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Tepidimicrobiaceae;g__Keratinibaculum
Gottschalkia acidurici	1556	d__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae;g__Gottschalkia
Ezakiella massiliensis	1852374	d__Bacteria;p__Bacillota;c__Tissierellia;o__;f__;g__Ezakiella
Ezakiella coagulans	46507	d__Bacteria;p__Bacillota;c__Tissierellia;o__;f__;g__Ezakiella
Ndongobacter massiliensis	1871025	d__Bacteria;p__Bacillota;c__;o__;f__;g__Ndongobacter
Limnochorda pilosa	1555112	d__Bacteria;p__Bacillota;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochorda
endosymbiont 'TC1' of Trimyema compressum	243899	d__Bacteria;p__Bacillota;c__;o__;f__;g__
Gardnerella piotii	2792977	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella
Scardovia inopinata	78259	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia
Rothia terrae	396015	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia
Rothia kristinae	37923	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia
Rothia amarae	169480	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia
Rothia nasimurium	85336	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia
Arthrobacter sp. FB24	290399	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. QXT-31	1357915	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. J3.49	347213	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. PM3	2017685	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. zg-Y1110	2886932	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. FW306-2-2C-D06B	2879618	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. NicSoilB8	2830998	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. StoSoilB20	2830995	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. FW305-BF8	2879617	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. StoSoilB5	2830992	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter gengyunqii	2886940	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter sp. PAMC25284	2861279	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter zhaoxinii	2964616	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Arthrobacter antioxidans	2895818	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
Glutamicibacter mishrai	1775880	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter
Glutamicibacter sp. JL.03c	2984842	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter
Paenarthrobacter aurescens	43663	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Paenarthrobacter
Paenarthrobacter sp. JL.01a	2979324	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Paenarthrobacter
