rn	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	MG1	MG2	MG3	MG4	MG5	MG6	MG7	MG8	MG9	MG10	MG11	MG12	MG13	MG14	MG15	MG16	MG17	MG18	MG19	MG20	MG21	MG22	MG23	MG24	MG25	MG26	MG27	MG28	MG29	MG30	MG31	MG32	MG33	MG34	MG35	MG36	MG37	MG38	MG39	MG40	MG41	MG42	MG43	MG44	MG45	MG46	MG47	MG48	MG49	MG50	MG51	MG52	MG53	MG54	MG55	MG56	MG57	MG58	MG59	MG60	MG61	MG62	MG63	MG64	MG65	MG66	MG67	MG68	MG69	MG70	MG71	MG72	MG73	MG74	MG75	MG76	MG77	MG78	MG79	MG80	MG81	MG82	MG83	MG84	MG85
MG38	0.006704264246157491	0.006367521488422514	0.005466801085089951	0.006395815425876231	0.005869044466119732	0.005635470387685109	0.005383166226251335	0.005702140107715981	0.005736574553648937	0.005506491226458039	0.005921476242978343	0.005498095781112381	0.005995896297942488	0.005412295021053549	0.0050819649084999415	0.005925516534078249	0.006535087074267291	0.00599683860711746	0.005973117022366621	0.005969117082482984	0.006127268467082395	0.005458827679837261	0.005635823574663868	0.005626724423256781	0.005438934493646066	0.0058708592318661434	0.005638917170047594	0.005314820670281328	0.005781991654155157	0.005580865201988792	0.006416550387888362	0.005639461988538286	0.005859986721964927	0.005242221326427559	0.006512517415533584	0.00596660067974151	0.007076269750807396	0.005540303838978263	0.005649499433874342	0.005287301479379284	0.005320020658097199	0.005263050188991793	0.00616719752432565	0.005676739838580067	0.006116209695348599	0.005843826623926386	0.006542264275790375	0																																															
MG39	0.00646813423293126	0.005637489858696962	0.004875980989702234	0.0056769736598586895	0.005562160405929509	0.00485697162010877	0.0049625864763700464	0.005180125176905959	0.005095162963271285	0.005283859917478765	0.00492909399684059	0.005310284909034132	0.005605247282428909	0.0052405302554340135	0.004995027796952324	0.005164313566887019	0.005991039609136994	0.0049227337828719325	0.005459012710295196	0.005296004494251909	0.004970544118717314	0.005683822020410141	0.004998752958282466	0.005242986480836341	0.004610773661996572	0.004801933147062123	0.004887628113470453	0.004463087149025927	0.005414100834982751	0.004654673452878983	0.005178675596060896	0.00487503900813	0.004809853399117068	0.004525044378922107	0.006040759524575954	0.005404498713768052	0.0059783822329808394	0.005114211728648415	0.0051628286499799175	0.0046042068851950314	0.004647816780998498	0.004734106331155885	0.0047925450823648125	0.004902965465748535	0.004598483693622292	0.005094028533311225	0.005791119100946731	0.005652927580791922	0																																														
MG40	0.005947591343063534	0.006311531539535365	0.005645968405540658	0.005862217785480179	0.0055398936440548985	0.005440804662375368	0.005133707525385608	0.005104855061037661	0.0056766858220024434	0.005433478268995376	0.0056602439755269645	0.005294480877402497	0.005622964321823943	0.005323219546432379	0.005367972926037974	0.005409953042325399	0.006172587420968251	0.005327881808149693	0.005753386389305802	0.005617208454478644	0.005534902067784322	0.0052837037331328884	0.004861480461321497	0.005133231349019687	0.005687909718054548	0.006038378034507681	0.005058923961773301	0.004592274531169305	0.005668534515541793	0.005250005734551218	0.006145226609650276	0.005077069042927913	0.005488302051409348	0.00519753661515113	0.006201610384882426	0.005545773073673763	0.006723504351010745	0.00537910344900488	0.0055890722224462746	0.004665853329181129	0.005420976713440915	0.004856633144470585	0.005759192515698157	0.005138035511559873	0.0057482373207441	0.005115081572506307	0.005824252253238915	0.005936904128569152	0.005425460390681331	0																																													
MG41	0.0069615255284317945	0.006203306244011016	0.0059023973844619685	0.00634678502135422	0.006280233734834576	0.005038557496709931	0.005820587701825226	0.005348286618256521	0.006048629136863708	0.0061798132796007195	0.005410456165531794	0.005495958201042955	0.006098031145541647	0.005794616212612423	0.005863602606918293	0.005708704940975161	0.006984531638156123	0.0057060837363800505	0.0062744482979067775	0.005602689470477196	0.005161940728759741	0.005597626501810808	0.005422314619695177	0.005695542010098464	0.005255259028432004	0.005645496570250765	0.005725706121110177	0.005245505424560969	0.0059663579758893765	0.005059659280218176	0.005940817922381364	0.005535205652718749	0.005738491632356877	0.005700175636703882	0.006694877268902668	0.00595090163529365	0.006426662520291359	0.0051327057030024475	0.005880586100819463	0.004910836296093224	0.005261406050085637	0.004794570645790913	0.006004195382717331	0.005189348062644215	0.0054177710200055485	0.005357255934782554	0.006497212355877414	0.006139056358837558	0.005144336013080607	0.005884696302706353	0																																												
MG42	0.006678749779451342	0.006103030707158632	0.0059539882485221485	0.00669845337711457	0.006189125365165555	0.005484905591800926	0.006418166546231791	0.005708150380027334	0.006339830419582057	0.005858984146886121	0.005854216455181465	0.0053270205016534185	0.006189972428296343	0.005625336533987696	0.00547766005833414	0.006043124602019799	0.006853371328609795	0.005667550776912688	0.006007701452316448	0.005902269802926036	0.005721555771195067	0.0060651964664637835	0.005786488725244858	0.006277776026592095	0.005225258884021336	0.0059996891800894675	0.005629787847568683	0.005473282144487169	0.0059246201105415605	0.005848731156811782	0.00668565534535341	0.00586137902841426	0.005656397811506894	0.005660930100119475	0.00682339400180884	0.005783035846763808	0.006760708886538996	0.005960665533786502	0.005802151087414341	0.005563884080414069	0.005493023529431556	0.005394907882914558	0.006202078548283638	0.005518690467520778	0.0054283172531373065	0.005823983410399094	0.006809064166969761	0.0061311735164295686	0.005451047094179204	0.006013084765785555	0.005859587344008224	0																																											
MG43	0.007686196782479459	0.006602355915011431	0.006249165435592919	0.00643880080130167	0.005984434948144372	0.005677579369617628	0.006057887516303246	0.005941310353524345	0.005824989756425191	0.006331455156211767	0.006014554288886774	0.005866644336537988	0.00640233178110072	0.006390141049648973	0.005920312190395096	0.005752451659248418	0.006179539222906374	0.005926874147587895	0.0060505013229494534	0.005877094235814153	0.0061760057084737216	0.005997614717836595	0.005968486033309434	0.005723745059249585	0.005800292055161408	0.006446314076131653	0.005983690749849303	0.00556783034361333	0.006053998329681182	0.0059383388390154305	0.006551662651078181	0.005678004056291652	0.006335274934852358	0.00614487603606086	0.00691408192039579	0.0066503537430099785	0.007177857859133653	0.005839992464355878	0.0056611022782226935	0.005403195748918416	0.005971594840523779	0.005662514035310535	0.006437353698157131	0.005818952129577143	0.006191337882793157	0.006187772394254673	0.0068926954048841695	0.005684687012496185	0.005601957730577697	0.0059873824815581496	0.006040828419939059	0.006241788893965463	0																																										
MG44	0.006485601463407672	0.0061667528143190325	0.006028112407550676	0.005595661976676089	0.005917121025691195	0.005425693989366214	0.005336957001106565	0.00509579496651327	0.006022995016350141	0.005580288779690337	0.005262611081376096	0.005146632399127726	0.0055861900437323975	0.0051038058427385746	0.005071016670348594	0.005263158025949143	0.0063356627143728575	0.005460985157421198	0.005611214035986412	0.0053829638461838246	0.005109863848348239	0.005392591917518479	0.004759665634624045	0.004910208732271178	0.005238011917869083	0.00577939112540596	0.005431338501324721	0.004790488212859311	0.005684663547289833	0.004929808407306101	0.006180019141582692	0.005258507203329869	0.005899463580257947	0.005049146916288989	0.0058774151206308625	0.0055529093151591435	0.006189201216761894	0.005240411995869182	0.005677148853532349	0.004997315883954053	0.005390907933231783	0.00470348968165859	0.005665591309149418	0.005249144546253416	0.005603783560673767	0.004888291085624073	0.0063705969249225405	0.00581722123210296	0.005478787697266446	0.004881194166292808	0.005285016057909827	0.005875240281493758	0.005790720466300094	0																																									
MG45	0.006541191921709466	0.005718487966978075	0.005334792450642311	0.0053964646231689055	0.005078941742656439	0.0045818697544941596	0.005076588210378077	0.004899184315552193	0.0053457266950563435	0.0056074804062150345	0.0052525904193164	0.005079584418674822	0.005162185067915414	0.005271585056757522	0.004729831862811305	0.0049994501341104215	0.006091270643111617	0.005038266218082774	0.005454709620454532	0.005363462444931508	0.005037761068229422	0.0050241200462106525	0.0051573251750868035	0.004763956477297608	0.00484216990615215	0.005063417167581084	0.004796590025243757	0.00475435769230438	0.00537439566529619	0.004506565014470839	0.005781144211275288	0.004956341100074994	0.005514868636302674	0.004158951124930887	0.00582433115847163	0.004746242819226644	0.006662425419426252	0.005219858329859682	0.005243036081887449	0.004472730238500518	0.004453754600032179	0.005052029701902307	0.004980801362132584	0.005093468599475661	0.005546089430310559	0.004992098563754617	0.0056558159695691045	0.005626751482498557	0.004952822861630285	0.005312395990713193	0.005493704918470355	0.005793763680870739	0.005312629237038603	0.005115849964216784	0																																								
MG46	0.007381729108573373	0.006839527597858352	0.006041016543862936	0.006143077419015238	0.006191792767283812	0.005914164712758193	0.006033806243533727	0.006268276272562595	0.006606626861172713	0.00598385941304077	0.006066123871769045	0.005900851916960214	0.006073362186359048	0.00593799698793741	0.005797518914248299	0.006140546319875482	0.006752563125939708	0.005707192603567127	0.006107183728455465	0.006174121331777505	0.005761173127537853	0.006156475146169876	0.005856139534996083	0.0064479956012895145	0.0058581203625878	0.00618834249922821	0.005717153987187827	0.0060669142633455325	0.006380796974468622	0.006055297386498604	0.006647667185855907	0.005752879368418453	0.00574352456294568	0.005311201027429665	0.006522577659194217	0.00616732210615535	0.00720172012825012	0.005782052596850981	0.0066093264988150244	0.005466523623241898	0.005871360478359826	0.005410533920782323	0.005690014595876825	0.006075377418079408	0.005508355205420908	0.005579872898091316	0.006549816375437215	0.006575215738076264	0.0055183062201465145	0.006226170707420886	0.005988551333057194	0.006460244450930803	0.006844050146481893	0.006190580929404264	0.005885478271006545	0																																							
MG47	0.006209356327208723	0.005668934498488699	0.00523629885380403	0.005716549148637171	0.005098367766019715	0.0048758661807421855	0.005095282112317369	0.0046917494450563575	0.005129267992993927	0.005295733541638155	0.005022605015093628	0.0051990009790048985	0.005407627816542053	0.00486992515914053	0.0051553705091585906	0.0051903221348315294	0.005844448548717767	0.005282780726357163	0.005600289785146162	0.005159250396227252	0.005409298430226262	0.005482751031888616	0.004635488438310988	0.005047638550434521	0.0051551138916040825	0.0053082840232405405	0.00473271543695597	0.0045816882975138395	0.005022635736594806	0.004555804791184821	0.005661832701154112	0.005003010370921112	0.005432629256025921	0.004878091247037069	0.005802713830847561	0.005059193555311122	0.0064086674366169	0.005319102431960611	0.005309706979534258	0.004542764389364209	0.004664767947969322	0.004499374149222773	0.00515680599048281	0.004903343469551753	0.005180469909695946	0.004557852016679005	0.005980621266049033	0.005302655247662569	0.004896450564795949	0.005072493320051637	0.005232526158355626	0.005334883618301744	0.0058031336245855155	0.004855809692920369	0.004645831942130346	0.00586407060644035	0																																						
MG48	0.0068865694909829534	0.006120170627341436	0.0056434782204440315	0.005783324935847656	0.005330774132231324	0.005473377506344089	0.005570125946202491	0.005515211435018977	0.005811372904251817	0.005304720907221766	0.005098789977802218	0.005466450660556557	0.005780098848588723	0.005409145429499994	0.005128815181815801	0.005486907929345165	0.006704298963338588	0.0053884818316757175	0.006158984332984998	0.005608023686407851	0.005203636638322277	0.005644938963772609	0.0053940486091801874	0.005460013422759057	0.005510682859476373	0.005118185198352176	0.004754722628591323	0.004912971398575089	0.005378929709320306	0.005063079754756129	0.005690053113799766	0.004965859556474673	0.005509853165617514	0.005094047470055232	0.00621171648357491	0.005318157873623053	0.006640223401809047	0.005317498095412079	0.005301316740934207	0.004883224987647695	0.005541218489095641	0.0047871831543943085	0.00556628378537374	0.0053814511059200225	0.005076348722434949	0.005163667571654232	0.005989668540829336	0.006102291633241816	0.0052691958539610615	0.005422866312816443	0.0059746826165319655	0.005986432082539316	0.006201103347216335	0.005509921687086676	0.005274749716561856	0.005541107633964793	0.004970842232726208	0																																					
MG49	0.0065970162495519935	0.005891758945550621	0.005400777117830188	0.006032896612072984	0.005889894749847642	0.004786070004761081	0.005371639255529494	0.005361591877940914	0.005513599587456891	0.00527531286629424	0.005214513357248631	0.005047207021895798	0.005718068929605254	0.0051010032025097215	0.0052354624144179554	0.00513917880785553	0.005794302574857017	0.004963952366377276	0.00538611459419254	0.005258621744266378	0.0048932102863000785	0.005636096812352411	0.00520542844261435	0.005097580290170628	0.004844936340449131	0.005626578840919862	0.005113596059292838	0.004950396840539005	0.005340863656101563	0.00498546335803994	0.005609299738837598	0.005128417260230721	0.0053684286298064906	0.0048651032264369265	0.005781512586811565	0.005214032061362864	0.006263575118771191	0.00503020643181681	0.0055178382675592965	0.004567447912613011	0.005035039537169896	0.004445703686449323	0.005296673457165453	0.005204051792578608	0.005306478667020887	0.005139510343205972	0.005963345188058105	0.0052674163807957634	0.004974448500370733	0.005485549289354793	0.005270626828371683	0.005688357657623842	0.005585368527335213	0.005079047192039271	0.005074613181075916	0.006204125090503338	0.00481145172823132	0.005776143358521153	0																																				
MG50	0.006714804385203887	0.006131063069557254	0.005693561927710096	0.006054201268397525	0.005761906107266611	0.005287591052921039	0.0055092345641503376	0.00527389323657643	0.006051106051516581	0.005826726407189831	0.0054779044786155435	0.005699268389507101	0.005587295970311129	0.005371429154154678	0.0052525367327604326	0.0052371534630574045	0.006316699573751666	0.005581292037859452	0.005909638878413617	0.005313983040231813	0.005423822855928867	0.005712844137261486	0.005212536964649876	0.005169775115133233	0.00527104556149803	0.00570652557096327	0.005272481109798518	0.0051163944885588945	0.005479982179218945	0.005217319048248603	0.005889013187532426	0.00508468058167677	0.0057769360647040215	0.005155701713292115	0.006329723384727151	0.00559136268514886	0.006570269280089255	0.0056046017480322835	0.005669307524522732	0.005023888183425184	0.005424266048063231	0.004673520331101663	0.0055635691192469465	0.0049389805562988914	0.005222373067783286	0.005497894548934632	0.006053369466805861	0.005790033587251187	0.004967966094345313	0.005702943573007072	0.005589780472098597	0.005990980034383172	0.005973296614855316	0.005484625098481352	0.005226165855438808	0.006572367662271842	0.005221761124362103	0.005656072611682982	0.00517609901152805	0																																			
MG51	0.007175982815182254	0.006455808791901923	0.006197869342690111	0.006233860192469605	0.006362076378487462	0.0057036414511846475	0.006127336179998039	0.005503918402590419	0.006268949057905729	0.006408001201517669	0.006280319335642028	0.00583591829619724	0.006450642401436812	0.006075106181307275	0.005576402215745028	0.005575107370878432	0.006826288472154477	0.005592783901157047	0.0063303355703710614	0.006636441535681566	0.006065402287861597	0.005621770637812745	0.005794237187363382	0.005798956977111334	0.005766244879638794	0.0065025046654611845	0.005752459375147084	0.0058026980357499605	0.00636748589498369	0.00569278731453635	0.006912809302224298	0.005857648320618928	0.0064217106545670566	0.005686469801728836	0.00696087326322192	0.0057649909343436825	0.006891311347912061	0.0062138071130553715	0.006112843186778046	0.005645416676658155	0.00552555145903013	0.005934313043482327	0.006279193501902273	0.006043741635268404	0.00629964065832587	0.00542608428836754	0.0065924295054893296	0.0062559181080493655	0.005682817522745616	0.006251963476068893	0.0064399148666073385	0.005977582141557053	0.006254387989991128	0.005878773796695704	0.005678775751791357	0.006769577523176124	0.005948594151242319	0.006351903393054496	0.005997256572628858	0.006348544434074194	0																																		
MG52	0.007663379113277526	0.007075002796440331	0.006495073682707292	0.00687202040847675	0.00652211162919235	0.0060366670483732975	0.006561261123322116	0.006315852934910389	0.006848877740304435	0.006662772878539615	0.0063607430778739515	0.006494693500113247	0.006803539886679852	0.006018567213494245	0.006369166462441755	0.006216522524229169	0.006806153332676184	0.006376094208724103	0.006792207001024966	0.006566693859929307	0.006458823073914384	0.006675703843651864	0.006276039059185693	0.0064340089160644905	0.005881330093664782	0.006597294969219499	0.005921909361334394	0.006372156048664368	0.006672784644797157	0.006541353112058321	0.007167721331159349	0.0059169924922964105	0.006505650314022889	0.006046324875719626	0.0070308566607597675	0.006724235180782083	0.007593476997441085	0.006822526314705668	0.006600544599224222	0.006469948481738032	0.0061928524724926305	0.0062522196725094716	0.007016239013714474	0.006655253959614023	0.00675907393442355	0.006047855770914565	0.007281321089066561	0.006845195149244739	0.0061323107351857805	0.006631611769475554	0.0073973665562285205	0.007013784121535675	0.006828191534031045	0.006413570984204496	0.006569817699730096	0.006800280691000623	0.006633637417755636	0.006378083123793437	0.006736634798503476	0.006715148585662615	0.006677745190657429	0																																	
MG53	0.006410208102512624	0.005497117524341068	0.005259409796356846	0.005349678309011015	0.0054507959625433805	0.0042763226974971485	0.005051851016186613	0.004771655020218366	0.005435371366088615	0.005637659767150819	0.0047073844469908074	0.004702840856254052	0.005450998701236037	0.004992329868229881	0.005198389001867596	0.005044981976187805	0.006004469012994541	0.004687491986580897	0.005673495126264901	0.00517462180467762	0.004614702033056694	0.004870145634786559	0.004771891077986918	0.0051555341322418	0.005211091947078447	0.005397464587368718	0.004891902920896612	0.004808834606391932	0.005306132660477687	0.004600563855665182	0.005923224668636922	0.004666301446205523	0.004936166154053862	0.004445684785413312	0.005761675079657301	0.005038957242580321	0.0058509348790292985	0.004931080090574236	0.00533420314092914	0.004540834778978024	0.0047950400338974495	0.004811561376321086	0.005233087927552181	0.004907669149425913	0.004946678319186886	0.004658166553693041	0.0055600094222791096	0.005623888542822063	0.0049524343276447875	0.005217354678775007	0.0054095295590678525	0.005785511232337535	0.00602068306714399	0.004884121507807031	0.004881291341085839	0.00546287922154111	0.004714220855357642	0.005192417007163656	0.004939108581930028	0.005248339521124623	0.005734716331209982	0.006169374960031147	0																																
MG54	0.006738811891414022	0.006211693372951991	0.006098556771639237	0.005924866525779641	0.005856766226480575	0.005478558421546974	0.006149963473538772	0.005681091668383163	0.006038743277539518	0.006144752566651026	0.005558135168704392	0.005791902275039481	0.006756095480729113	0.005673588023924727	0.005514839042476931	0.005882920163090853	0.007055804467555582	0.0058362811325165425	0.006046701162777617	0.005632439194632848	0.0060636811424856826	0.0059639308738088405	0.00582458045667562	0.005848098268784284	0.005619741216732305	0.005527727222935528	0.005732828118843827	0.0052688355541281925	0.006154093986875233	0.0056221626617099195	0.006527445485075018	0.005863496450723956	0.005789457492875825	0.005685673667508545	0.006748956624801669	0.005841258599191982	0.0067824995118471315	0.006103113297459782	0.005861871775246315	0.005092009040029648	0.005121872806487735	0.005558409402051086	0.006058560954942294	0.005664511158071681	0.006070133064533805	0.005308682651629911	0.006231300497361796	0.006252197816431895	0.005491754076189528	0.0057162340805485285	0.006212254403245352	0.006335695253558887	0.006282121674489641	0.005944770869418666	0.005754096461630151	0.006431311411170613	0.005627850598982102	0.006144047733874641	0.005902731486889858	0.00602403085862482	0.005641959561988517	0.006478644111968587	0.005195990107532587	0																															
MG55	0.006769803487580022	0.006274550676318861	0.005934825718034639	0.006247654901065778	0.005928282436333524	0.006068818941378516	0.006128597815841852	0.005508642210965515	0.006194764551096891	0.005886626922896367	0.005883773805110022	0.005799074694503232	0.0061982414198814674	0.005868327646382131	0.00540737515810217	0.006088801070178399	0.007011892465751606	0.005142571421014374	0.006656765481456797	0.005720142316495222	0.0057581826702822	0.005767425929274533	0.00587288607800984	0.005649652436393988	0.005925592414914965	0.005935144928000735	0.005746462143910536	0.005715938917895486	0.0059623058656661475	0.005406302843323066	0.0062377207303920615	0.005417681670517989	0.005843595543877957	0.005534906961728061	0.006587183555371733	0.005704007461148889	0.006930529558973801	0.005964711494110102	0.006052853925469456	0.005173857964748166	0.005416303034289514	0.005139913617661826	0.006273299939304388	0.005465085880592887	0.006064511718429345	0.005598809749407141	0.006380452541833418	0.005885411480573985	0.006104724565362752	0.005874193722459985	0.006273979793279325	0.0065707035853005405	0.006848618588377577	0.0058398649283127255	0.0055348245217363675	0.006207462271573469	0.005379996762808863	0.005422774616262273	0.005936212565428987	0.006063076694312845	0.006129884545221894	0.0072210203868432864	0.005127999843658188	0.00605004676971141	0																														
MG56	0.0067445091274733766	0.006058392052862319	0.005117893413677512	0.005500026143577129	0.005278744234506642	0.004714239049106827	0.005207873085194957	0.004737565941306814	0.005650248400894646	0.005689737297306387	0.005126837671683463	0.0051727238722013265	0.0056332615988944285	0.005207289809664276	0.005010961771191905	0.005230319668540023	0.0061235708617432575	0.005331500309671974	0.005623951216707949	0.005431663122659587	0.0054815538670888704	0.005644005856716533	0.004884200567103309	0.0050200424427449585	0.005053643601968487	0.0057052393810077115	0.005231769017981657	0.004598811287388195	0.00554927660437863	0.004823880819749097	0.006099478779680243	0.004980721791534226	0.005246859305696508	0.0050956521728729425	0.006165021617510443	0.005073804054698627	0.00658560939688887	0.004921830954126759	0.005263552715443398	0.005055847661683151	0.005115698753226685	0.004964187291548101	0.005339141355031313	0.0049323556267571525	0.0048282453722688756	0.0048445345211817255	0.005689724525864758	0.005265779393427058	0.004997323225685542	0.0052261085354721355	0.005625547546752652	0.005484572554972769	0.00600435986583269	0.004837239436019341	0.004874938769693204	0.00619460276997218	0.005052450400463364	0.005313823727856721	0.005254477303177161	0.0051509457478039426	0.0058934263831422655	0.006264221002901514	0.004917093825661974	0.005693769918314466	0.0062625325443124635	0																													
MG57	0.006799224235506043	0.0061440233549219965	0.005602471208612182	0.005966955445673228	0.006135623259337665	0.005743147005685104	0.005541468819109062	0.005687894425872308	0.0060729554776409655	0.006057972144671013	0.005495812494820761	0.005675364884750939	0.005799790957598494	0.005733138896088845	0.005660895966094162	0.0054419307780708675	0.006550804755139495	0.005448662171077647	0.0066484300523093915	0.005917638333310078	0.005570694553337973	0.005532854608945037	0.0059314393494064995	0.005690908905241597	0.0054301396214908	0.006027695220724469	0.004918062652446927	0.005057985785508577	0.0056827077521890475	0.005131375711312482	0.005913769959910861	0.005679811357231391	0.005833019874482756	0.005532589074389679	0.006466195918217397	0.005727175774654682	0.006331511594286764	0.005924882723096223	0.006029785163424895	0.005203482004980751	0.00539656218683525	0.00541824842893181	0.00594793193632407	0.005490656394319921	0.005902259075780873	0.005714874848546681	0.005896641782215124	0.00620667561429764	0.0056224763380698164	0.005500398515035495	0.006261490269785928	0.006461185028848867	0.006533618050811793	0.005997520748164437	0.005767545853468511	0.006311655837079918	0.005927445952137563	0.005325832697960802	0.005719510392226116	0.005716641385940871	0.006431041059897083	0.006712309821147492	0.005385633154472779	0.006130459521410612	0.005879472079960764	0.00579857059897011	0																												
MG58	0.006398973192180637	0.006044947998152567	0.005363274598054117	0.005646499423327563	0.005658583357850686	0.005211903118496141	0.005329517368795498	0.00494942757922947	0.005425150745476066	0.005974598794733343	0.004983516692117804	0.00506234500170054	0.005349128971721468	0.005107704273082973	0.0050061088153582674	0.005021628162448173	0.006369811940491455	0.00505903307352033	0.005639191668227559	0.005599586105257871	0.004958821313509715	0.005088576814073305	0.0050537477648459755	0.005561678565083982	0.005354670830525814	0.005612737973656101	0.004920000362739468	0.005047596203310982	0.005338437539966857	0.004938366614099414	0.005732965908913676	0.00520641667667548	0.005129505021321631	0.004757246444474938	0.0063213305700264	0.005318907585693089	0.006341940637149337	0.005096976351724953	0.00551936024494452	0.0050883273181977105	0.0053033337480310845	0.005131017489642488	0.005112079399267804	0.005136807994445979	0.004997349571242936	0.0048477911771489	0.00584043419993191	0.005636725957379437	0.004957792788102036	0.004921247077856635	0.005869998144646309	0.005817301271840832	0.006286835157661793	0.00537521750011199	0.0051912685523780545	0.005959339439678974	0.005275744692741312	0.005468171459777227	0.00516664395866293	0.005426580337416558	0.006016198755407709	0.006556798557820516	0.00491136530882555	0.006054132558394633	0.0061444900338899445	0.004998617123070914	0.0055050724544820785	0																											
MG59	0.00642576627873325	0.005688310053938049	0.0053111586940071676	0.0059074679634611655	0.0054316442966008596	0.00510815117987699	0.005155108179577175	0.004997674438414009	0.005693467226331003	0.005397548566803031	0.004807533031294752	0.005225122716814303	0.00586751391754975	0.005287495258864232	0.0052124130901083105	0.005114199717497646	0.0063896031519198255	0.00515329309328647	0.006126732597144851	0.005086272372240109	0.004921406805546378	0.00524580574779354	0.005008071742024449	0.005214107376077566	0.004939467233459552	0.0052932185485528695	0.004847558972303731	0.00468627210089707	0.0054748416302435885	0.004602981961463725	0.00572785369995114	0.005322662291052433	0.005078360690151709	0.004780826744050196	0.00627194623609463	0.00540310516599334	0.006370850749926203	0.005080655867459632	0.005140349067062416	0.004258615422742372	0.004660489267718314	0.004409659056986423	0.005334974982495049	0.004982675337560168	0.005217377618957482	0.0048448647833117964	0.005743683605094355	0.005737941144478274	0.004785769047787151	0.005350637489277954	0.005347190482943002	0.005364654701616798	0.00584124592906562	0.005220955704140344	0.005088839996261541	0.005757988357747641	0.005245852039864259	0.005117716181258185	0.005278909678240628	0.0053846235588443335	0.005565455967743679	0.006430047117262895	0.005108195539786899	0.00535547949390023	0.005236304385606515	0.005430197515759705	0.005101260239191776	0.005034764455686366	0																										
MG60	0.006413727847155829	0.005945436915991916	0.005557627849451149	0.005679417164503193	0.005375173657539357	0.005223646932194107	0.005248196098024032	0.005086819913645675	0.005510699084739443	0.0054278224162339185	0.005059218351365408	0.00514663298423514	0.005775645451497482	0.005016224030451091	0.004875114882210656	0.005207224880983986	0.006569550602853342	0.005224798423213215	0.005803813424254164	0.005214262790833735	0.005414618376733241	0.005086759191511827	0.004879231495481385	0.00513621440472675	0.004997256020466724	0.005185544929926157	0.005057349091154246	0.004853251565206009	0.005576869724311753	0.004970452220385003	0.005916394368120855	0.0046534907112295194	0.005047685660938102	0.004760583264993576	0.00616435966934548	0.005160041863111993	0.006515976079567288	0.005096859651086155	0.005348169489111921	0.004762459593495234	0.005072525419891376	0.004957147972113828	0.005362239994124702	0.00502348062237245	0.005389528271732283	0.005107468451536534	0.005806266632443157	0.0055184284766221	0.004748532658286148	0.005481449571871259	0.00547691670216098	0.005634764184600467	0.005605777070680536	0.004880672606258382	0.004914757122634123	0.006002118660465826	0.005233916336974687	0.005365476175094808	0.005168344762335502	0.005062833670344554	0.005667202938843548	0.006323763968207566	0.004540667629318939	0.005973156994448511	0.0052135832236666554	0.004945538935358108	0.005364703889336758	0.005148998135648577	0.005080238890770293	0																									
MG61	0.007070445480580627	0.006327987958387781	0.005992708830238816	0.005895004604989383	0.005473932557694241	0.005244894270156833	0.005759981077763004	0.005300888644074945	0.006257667780468265	0.006020088045556731	0.006101198036336588	0.005580594900315445	0.0056369254266007566	0.005634116072746524	0.00539864076006098	0.00568107276753703	0.006777433318286838	0.005345414094713947	0.005976630520490591	0.005762259979839387	0.005908465143610975	0.005764374141783661	0.005576691910941449	0.0060330278506513756	0.005679566661166167	0.0062069538604692135	0.005509756731791831	0.005367420832839243	0.005626697441470382	0.005157882877929662	0.006536373655249658	0.0056883677204571	0.005585445897950032	0.005708736341030484	0.006592093560950225	0.005615161271411638	0.0068583178567940386	0.00596419759431021	0.006182235176803314	0.005433645017908701	0.005421297562830684	0.005208340321854917	0.005694201480025214	0.005562055427914322	0.005734065708718802	0.005383307344205955	0.006392317015677447	0.006300833848700312	0.005542046404973089	0.005880470354333105	0.005675728874471652	0.0064691905655021855	0.0063711910412187845	0.005968767646579861	0.005598912913996023	0.00608097923159226	0.005649472360232028	0.0057864740052166125	0.005537576335480142	0.005600835115163426	0.00648995072995023	0.006991421984521374	0.005501283843955395	0.006366065305099938	0.00608667098093284	0.005510108050351618	0.005806920807641587	0.005677188444132623	0.005679255042292474	0.0055742237857510386	0																								
